Rank	Gene_Alias	Ensembl_id	Entrez_id	GO_terms	Description
2110	CED DPD1 TGFB TGFB1 	ENSG00000105329 	7040 	positive regulation of transcription regulatory region DNA binding : positive regulation of NAD+ ADP-ribosyltransferase activity : negative regulation of hyaluronan biosynthetic process : regulation of cartilage development : branch elongation involved in mammary gland duct branching : mammary gland branching involved in thelarche : negative regulation of release of sequestered calcium ion into cytosol : active induction of host immune response by virus : regulatory T cell differentiation : positive regulation of odontogenesis : regulation of protein import into nucleus : positive regulation of protein dephosphorylation : mononuclear cell proliferation : evasion or tolerance of host defenses by virus : negative regulation of macrophage cytokine production : defense response to fungus, incompatible interaction : adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains : positive regulation of blood vessel endothelial cell migration : positive regulation of superoxide anion generation : positive regulation of smooth muscle cell differentiation : macrophage derived foam cell differentiation : positive regulation of isotype switching to IgA isotypes : hyaluronan catabolic process : positive regulation of cellular protein metabolic process : myeloid dendritic cell differentiation : positive regulation of peptidyl-threonine phosphorylation : negative regulation of blood vessel endothelial cell migration : positive regulation of protein complex assembly : positive regulation of exit from mitosis : extrinsic apoptotic signaling pathway : extracellular matrix assembly : viral life cycle : positive regulation of cell cycle arrest : positive regulation of SMAD protein import into nucleus : positive regulation of epithelial to mesenchymal transition : negative regulation of phagocytosis : regulation of binding : regulation of striated muscle tissue development : SMAD protein complex assembly : positive regulation of interleukin-17 production : positive regulation of branching involved in ureteric bud morphogenesis : connective tissue replacement involved in inflammatory response wound healing : SMAD protein import into nucleus : common-partner SMAD protein phosphorylation : regulation of transforming growth factor beta receptor signaling pathway : positive regulation of pathway-restricted SMAD protein phosphorylation : epithelial to mesenchymal transition : receptor catabolic process : pathway-restricted SMAD protein phosphorylation : protein import into nucleus, translocation : ossification involved in bone remodeling : platelet degranulation : tolerance induction to self antigen : positive regulation of collagen biosynthetic process : cellular response to dexamethasone stimulus : regulation of DNA binding : negative regulation of neuroblast proliferation : negative regulation of cell-cell adhesion : positive regulation of chemotaxis : endoderm development : lymph node development : cell-cell junction organization : negative regulation of ossification : negative regulation of skeletal muscle tissue development : face morphogenesis : response to radiation : positive regulation of fibroblast migration : positive regulation of phosphatidylinositol 3-kinase activity : MAPK cascade : negative regulation of immune response : positive regulation of bone mineralization : frontal suture morphogenesis : lens fiber cell differentiation : positive regulation of protein import into nucleus : hematopoietic progenitor cell differentiation : epidermal growth factor receptor signaling pathway : inner ear development : T cell homeostasis : positive regulation of histone acetylation : chondrocyte differentiation : positive regulation of protein secretion : regulation of branching involved in mammary gland duct morphogenesis : cellular calcium ion homeostasis : regulation of sodium ion transport : ureteric bud development : response to cholesterol : germ cell migration : positive regulation of peptidyl-serine phosphorylation : response to vitamin D : protein kinase B signaling : positive regulation of histone deacetylation : negative regulation of mitotic cell cycle : negative regulation of DNA replication : mitotic cell cycle checkpoint : phosphate-containing compound metabolic process : positive regulation of NF-kappaB transcription factor activity : organ regeneration : lipopolysaccharide-mediated signaling pathway : negative regulation of cell cycle : salivary gland morphogenesis : myelination : positive regulation vascular endothelial growth factor production : response to laminar fluid shear stress : growth : ATP biosynthetic process : positive regulation of protein kinase B signaling : negative regulation of myoblast differentiation : regulation of cell migration : cellular response to organic cyclic compound : positive regulation of cell migration : response to glucose : negative regulation of transforming growth factor beta receptor signaling pathway : positive regulation of MAP kinase activity : response to estradiol : cell growth : transforming growth factor beta receptor signaling pathway : positive regulation of protein phosphorylation : negative regulation of epithelial cell proliferation : negative regulation of T cell proliferation : platelet activation : response to progesterone : female pregnancy : extracellular matrix organization : cell cycle arrest : positive regulation of gene expression : embryo development : negative regulation of fat cell differentiation : digestive tract development : response to wounding : aging : response to hypoxia : protein export from nucleus : positive regulation of cell division : negative regulation of protein phosphorylation : negative regulation of cell growth : inflammatory response : positive regulation of epithelial cell proliferation : wound healing : response to organic substance : morphogenesis of a branching structure : response to organic cyclic compound : cellular response to growth factor stimulus : T cell activation : negative regulation of T cell activation : cell activation : T cell differentiation : cell death : regulation of cell proliferation : mammary gland development : platelet alpha granule lumen : Golgi lumen : microvillus : proteinaceous extracellular matrix : neuronal cell body : cell surface : extracellular space : axon : extracellular region : cytoplasm : nucleus : secretory granule : extracellular matrix : negative regulation of transcription from RNA polymerase II promoter : blood coagulation : protein phosphorylation : cell proliferation : positive regulation of cell proliferation : negative regulation of cell proliferation : response to drug : positive regulation of transcription, DNA-templated : negative regulation of transcription, DNA-templated : modulation by virus of host morphology or physiology : positive regulation of apoptotic process : positive regulation of transcription from RNA polymerase II promoter : 	transforming growth factor, beta 1 
2111	CD45-AP LPAP MGC138602 MGC138603 PTPRCAP 	ENSG00000213402 	5790 	defense response : plasma membrane : integral component of membrane : 	protein tyrosine phosphatase, receptor type, C-associated protein 
2112	C3orf9 CLP46 hCLP46 KDELCL1 MDS010 MDSRP MGC32995 POGLUT1 	ENSG00000163389 	56983 	regulation of Notch signaling pathway : cardiovascular system development : protein O-linked glycosylation : Notch signaling pathway : endoplasmic reticulum lumen : 	protein O-glucosyltransferase 1 
2113	MGC41917 ZNF550 	ENSG00000251369 	162972 	intracellular : nucleus : transcription, DNA-templated : regulation of transcription, DNA-templated : 	zinc finger protein 550 
2114	FLJ38281 MGC26914 ZNF564 	ENSG00000249709 	163050 	intracellular : nucleus : transcription, DNA-templated : regulation of transcription, DNA-templated : 	zinc finger protein 564 
2115	DVL2 	ENSG00000004975 	1856 	positive regulation of protein tyrosine kinase activity : canonical Wnt signaling pathway involved in regulation of cell proliferation : convergent extension involved in neural plate elongation : convergent extension : Wnt signaling pathway, planar cell polarity pathway : planar cell polarity pathway involved in neural tube closure : cochlea morphogenesis : positive regulation of JUN kinase activity : cell migration in hindbrain : heart morphogenesis : non-canonical Wnt signaling pathway : positive regulation of sequence-specific DNA binding transcription factor activity : positive regulation of canonical Wnt signaling pathway : cellular protein localization : outflow tract morphogenesis : positive regulation of protein phosphorylation : neural tube closure : segment specification : Wnt signaling pathway : canonical Wnt signaling pathway : hippo signaling : heart development : segmentation : convergent extension involved in organogenesis : clathrin-coated vesicle : apical part of cell : cell cortex : intracellular : cytosol : cytoplasm : plasma membrane : nucleus : transcription from RNA polymerase II promoter : intracellular signal transduction : multicellular organismal development : positive regulation of transcription, DNA-templated : 	dishevelled, dsh homolog 2 (Drosophila) 
2116	C1orf155 CENP-L CENPL dJ383J4.3 FLJ31044 FLJ31786 RP3-383J4.1 	ENSG00000120334 	91687 	chromosome, centromeric region : cytosol : nucleus : mitotic cell cycle : 	centromere protein L 
2117	DKFZp779P1653 HMP IMMT MGC111146 P87 P87/89 P89 PIG4 PIG52 	ENSG00000132305 	10989 	mitochondrial inner membrane : integral component of membrane : mitochondrial calcium ion homeostasis : response to cold : mitochondrion : 	inner membrane protein, mitochondrial 
2118	CALCOCO3 T6BP TAX1BP1 TXBP151 	ENSG00000106052 	8887 	negative regulation of NF-kappaB transcription factor activity : negative regulation of type I interferon production : cytosol : apoptotic process : negative regulation of apoptotic process : innate immune response : 	Tax1 (human T-cell leukemia virus type I) binding protein 1 
2119	C20orf1 C20orf2 DIL-2 DIL2 FLS353 GD:C20orf1 HCA519 HCTP4 p100 REPP86 TPX2 	ENSG00000088325 	22974 	regulation of mitotic spindle organization : activation of protein kinase activity : mitosis : spindle : spindle pole : microtubule cytoskeleton : microtubule : cytoplasm : nucleus : apoptotic process : cell proliferation : 	TPX2, microtubule-associated, homolog (Xenopus laevis) 
2120	ANKRD13 ANKRD13A NY-REN-25 	ENSG00000076513 	88455 	late endosome : plasma membrane : 	ankyrin repeat domain 13A 
2121	APE2 APEX2 APEXL2 XTH2 	ENSG00000169188 	27301 	cell cycle : DNA recombination : mitochondrial inner membrane : nucleus : mitochondrion : DNA repair : 	APEX nuclease (apurinic/apyrimidinic endonuclease) 2 
2122	RPS8 	ENSG00000142937 	6202 	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) : viral transcription : translational termination : nuclear-transcribed mRNA catabolic process, nonsense-mediated decay : translational initiation : viral life cycle : translational elongation : SRP-dependent cotranslational protein targeting to membrane : mRNA metabolic process : RNA metabolic process : viral process : ribonucleoprotein complex : ribosome : cytosolic small ribosomal subunit : intracellular : cytosol : cytoplasm : translation : gene expression : cellular protein metabolic process : 	ribosomal protein S8 
