GeneMANIA Results
Plugin Version	3.4.1 (20160523-2245)
Data Version	2014-08-12
Report Generated	Tue Nov 15 13:38:49 GMT 2016

Gene	Score	Description
TARDBP	CELF1	0.001120319378865616	Co-expression	Landi-Jen-2008
TARDBP	HNRNPH3	6.119619622140045E-4	Co-expression	Landi-Jen-2008
TARS	EIF2S2	3.7139697041146903E-4	Co-expression	Landi-Jen-2008
TBCB	TARS	3.401126068085324E-4	Co-expression	Landi-Jen-2008
TERF2IP	GLTSCR2	6.322909061767964E-4	Co-expression	Landi-Jen-2008
TERF2IP	LYRM1	7.873220755179467E-4	Co-expression	Landi-Jen-2008
TERF2IP	MXI1	8.08027612522556E-4	Co-expression	Landi-Jen-2008
TM4SF1	TMEM43	5.396538167566158E-4	Co-expression	Landi-Jen-2008
TMEM43	MBNL2	7.465104665136682E-4	Co-expression	Landi-Jen-2008
TMX1	C14orf1	4.797636832804921E-4	Co-expression	Landi-Jen-2008
TMX1	RAP1GDS1	4.786058583185235E-4	Co-expression	Landi-Jen-2008
TSPAN7	ALDH3A2	5.828073121125412E-4	Co-expression	Landi-Jen-2008
XPOT	CLNS1A	2.3453712336752946E-4	Co-expression	Landi-Jen-2008
XPOT	RBM15	4.191875871914324E-4	Co-expression	Landi-Jen-2008
XPOT	RPSA	3.139143733587274E-4	Co-expression	Landi-Jen-2008
XPOT	SKIV2L2	3.8610435655398763E-4	Co-expression	Landi-Jen-2008
XPOT	SRP19	1.8460656599283257E-4	Co-expression	Landi-Jen-2008
ZFP36	HBB	5.085166052917028E-4	Co-expression	Landi-Jen-2008
ZNF273	AHCTF1	6.913673957141289E-4	Co-expression	Landi-Jen-2008
ANKRD17	OTUB1	0.007219239593751291	Co-expression	Lee-Fine-2006
AP2S1	MRPL16	0.004085540817157543	Co-expression	Lee-Fine-2006
AP2S1	RNF7	0.003977542776414877	Co-expression	Lee-Fine-2006
ATP5C1	ZMYND11	0.007392535879916002	Co-expression	Lee-Fine-2006
BGN	CDH11	0.0035901645455454737	Co-expression	Lee-Fine-2006
BGN	DCN	0.0029444124666567666	Co-expression	Lee-Fine-2006
CCDC53	LYRM1	0.003563649387599893	Co-expression	Lee-Fine-2006
CCT3	EIF2S2	0.002756338637282357	Co-expression	Lee-Fine-2006
CCT3	HSP90AB1	0.001399494198708308	Co-expression	Lee-Fine-2006
CCT3	PRPF3	0.0015387041596141614	Co-expression	Lee-Fine-2006
CCT3	PSMD4	0.0036259205042469596	Co-expression	Lee-Fine-2006
CSRP1	CREB3L2	0.004761969701527372	Co-expression	Lee-Fine-2006
CSRP1	HMOX2	0.004151764131722816	Co-expression	Lee-Fine-2006
CSRP1	MAN2A1	0.003507926189614751	Co-expression	Lee-Fine-2006
DLST	PIAS3	0.005082223984476965	Co-expression	Lee-Fine-2006
ERH	NACA	0.004628618657313086	Co-expression	Lee-Fine-2006
ERH	RPSA	0.002676226194967581	Co-expression	Lee-Fine-2006
FAM129A	BBIP1	0.0029319906498375906	Co-expression	Lee-Fine-2006
FAM129A	MBNL2	0.002174083973459986	Co-expression	Lee-Fine-2006
FBN1	ACTN1	0.0037358446087623664	Co-expression	Lee-Fine-2006
FBN1	MAN2A1	0.0027136978951177336	Co-expression	Lee-Fine-2006
FBN1	TMEM43	0.0028304433664065845	Co-expression	Lee-Fine-2006
HSP90AB1	C6orf106	0.0035910683788247222	Co-expression	Lee-Fine-2006
HSP90AB1	FAM168B	0.00262556673238375	Co-expression	Lee-Fine-2006
HSP90AB1	PABPC1	0.0031260262298476336	Co-expression	Lee-Fine-2006
HSP90AB1	SKIV2L2	0.002810983169738226	Co-expression	Lee-Fine-2006
IL1R1	CYP1B1	0.0033838927443493936	Co-expression	Lee-Fine-2006
KAT7	SYT11	5.142631726785368E-4	Co-expression	Lee-Fine-2006
KAT7	ZNF24	0.001988456486525821	Co-expression	Lee-Fine-2006
KCTD12	ARHGAP29	0.006006630452387894	Co-expression	Lee-Fine-2006
KCTD12	ID2	0.006039728146362708	Co-expression	Lee-Fine-2006
MXI1	BBIP1	0.002485257888242506	Co-expression	Lee-Fine-2006
MXI1	GLTSCR2	0.002311367288788607	Co-expression	Lee-Fine-2006
MXI1	PPFIA1	0.0018711335742780681	Co-expression	Lee-Fine-2006
NKTR	VPS13B	0.008397222058933328	Co-expression	Lee-Fine-2006
PCDH9	C1orf61	0.002165611154634307	Co-expression	Lee-Fine-2006
PITPNB	SF3A1	0.004520856247389921	Co-expression	Lee-Fine-2006
PITPNB	UBE2L3	0.004718525196456227	Co-expression	Lee-Fine-2006
PLOD2	SLC2A1	0.0037966024519241904	Co-expression	Lee-Fine-2006
PPFIA1	VPS13B	0.00714633658180652	Co-expression	Lee-Fine-2006
PPP2CA	KAT7	0.0015802236190704288	Co-expression	Lee-Fine-2006
PRPF3	ITGA6	0.0022755416589991325	Co-expression	Lee-Fine-2006
PRPF3	SKIV2L2	0.003535875204732335	Co-expression	Lee-Fine-2006
RPL12	FAM129A	0.0012113657524371563	Co-expression	Lee-Fine-2006
RPL12	NACA	0.003643952952690487	Co-expression	Lee-Fine-2006
RPL12	PSAP	0.0019556828576533826	Co-expression	Lee-Fine-2006
RPL12	PSMD4	0.003731246316955132	Co-expression	Lee-Fine-2006
RPL12	RPSA	0.001923113296706723	Co-expression	Lee-Fine-2006
RPL36AL	RNF7	0.004987854713973364	Co-expression	Lee-Fine-2006
RPL36AL	SERF2	0.005381518760580777	Co-expression	Lee-Fine-2006
RPSA	NACA	0.0036702455704176497	Co-expression	Lee-Fine-2006
RPSA	PABPC1	0.0038899995271206625	Co-expression	Lee-Fine-2006
RPSA	RPL15	0.0035467875297954692	Co-expression	Lee-Fine-2006
RPSA	RPL35A	0.0033279909323850236	Co-expression	Lee-Fine-2006
RPSA	RPLP2	0.003457310071465618	Co-expression	Lee-Fine-2006
SRP19	ANXA1	0.002015494250356876	Co-expression	Lee-Fine-2006
SRP19	AURKAIP1	0.002562865371314409	Co-expression	Lee-Fine-2006
STAT3	SYT11	0.0019128082300827358	Co-expression	Lee-Fine-2006
SYT11	MGAT4A	0.0025172926254093462	Co-expression	Lee-Fine-2006
TCF4	BPTF	0.002641981473435614	Co-expression	Lee-Fine-2006
TCF4	CST3	0.0016710931900999395	Co-expression	Lee-Fine-2006
TERF2IP	HCFC2	0.0036612834540136977	Co-expression	Lee-Fine-2006
TERF2IP	SYT11	0.0012403969966365306	Co-expression	Lee-Fine-2006
TSPAN7	C1orf61	0.0011063641502824832	Co-expression	Lee-Fine-2006
TSPAN7	PCDH9	8.658117011270175E-4	Co-expression	Lee-Fine-2006
TSPAN7	TCF4	5.930181560237435E-4	Co-expression	Lee-Fine-2006
XPOT	EIF2S2	0.0029879288245827475	Co-expression	Lee-Fine-2006
XPOT	FAM129A	0.0012839654260645987	Co-expression	Lee-Fine-2006
XPOT	TARS	0.0037922758628149986	Co-expression	Lee-Fine-2006
ZFP36	CEP170B	0.003119771249747732	Co-expression	Lee-Fine-2006
ACTN1	COL4A1	0.002576114219987811	Co-expression	Lee-MacDonald-2013
ACTN1	ID2	5.853424404021528E-4	Co-expression	Lee-MacDonald-2013
ACTN1	IL1R1	0.0018860062450133618	Co-expression	Lee-MacDonald-2013
ANKRD17	SON	0.001072611456215105	Co-expression	Lee-MacDonald-2013
ANKRD17	VPS13B	0.0010637480223549193	Co-expression	Lee-MacDonald-2013
ARIH1	FAM168B	0.0024218445230113623	Co-expression	Lee-MacDonald-2013
BTN3A3	CCDC53	7.069836486581248E-4	Co-expression	Lee-MacDonald-2013
CCT3	ATP5E	3.6024303595004036E-4	Co-expression	Lee-MacDonald-2013
CCT3	CIAPIN1	4.652621893841006E-4	Co-expression	Lee-MacDonald-2013
CCT3	DDX5	2.87297446354466E-4	Co-expression	Lee-MacDonald-2013
CCT3	HMOX2	3.799314910177274E-4	Co-expression	Lee-MacDonald-2013
CCT3	UBE2L3	3.2695834149050365E-4	Co-expression	Lee-MacDonald-2013
CCT3	ZFYVE26	1.0811014916525095E-4	Co-expression	Lee-MacDonald-2013
CDC16	ZFYVE26	6.078172242507526E-4	Co-expression	Lee-MacDonald-2013
COPG1	CREB3L2	5.36599424474833E-4	Co-expression	Lee-MacDonald-2013
CTNNB1	ID2	4.352904841622385E-4	Co-expression	Lee-MacDonald-2013
CYP1B1	SEPT11	0.001196030822945947	Co-expression	Lee-MacDonald-2013
ERH	C14orf1	0.001095988310065812	Co-expression	Lee-MacDonald-2013
ERH	DLST	7.210532446996703E-4	Co-expression	Lee-MacDonald-2013
ERH	TMX1	0.001082995588625481	Co-expression	Lee-MacDonald-2013
GBAS	CREG1	4.4771813451665096E-4	Co-expression	Lee-MacDonald-2013
ID2	ATP2C1	5.250351798382727E-4	Co-expression	Lee-MacDonald-2013
ID2	DMD	7.1054728536927E-4	Co-expression	Lee-MacDonald-2013
ID2	FBXW7	3.298540680916286E-4	Co-expression	Lee-MacDonald-2013
KCTD12	CTDSP2	0.0016830341893981915	Co-expression	Lee-MacDonald-2013
MAN2A1	ERGIC2	7.452182411769475E-4	Co-expression	Lee-MacDonald-2013
MAN2A1	SSBP3	7.477900139812203E-4	Co-expression	Lee-MacDonald-2013
MEST	CYP1B1	6.768813835335716E-4	Co-expression	Lee-MacDonald-2013
MEST	PTPN13	8.220077563671851E-4	Co-expression	Lee-MacDonald-2013
MRPL16	PFDN1	5.590274270760349E-4	Co-expression	Lee-MacDonald-2013
MRPL16	PPP1R7	8.185244196128435E-4	Co-expression	Lee-MacDonald-2013
MRPL16	SNAPC5	7.424898544677538E-4	Co-expression	Lee-MacDonald-2013
MXI1	BBIP1	4.830111250980159E-4	Co-expression	Lee-MacDonald-2013
MXI1	BPTF	3.9786226120061416E-4	Co-expression	Lee-MacDonald-2013
MXI1	PRKD1	3.238059159299938E-4	Co-expression	Lee-MacDonald-2013
MXI1	TAB2	4.4385739521262085E-4	Co-expression	Lee-MacDonald-2013
MXI1	YME1L1	4.809623891062449E-4	Co-expression	Lee-MacDonald-2013
MYD88	ZFYVE26	3.421432589988629E-4	Co-expression	Lee-MacDonald-2013
NKTR	VPS13B	0.0019283077984310567	Co-expression	Lee-MacDonald-2013
PFDN1	SNAPC5	0.0021040815049588263	Co-expression	Lee-MacDonald-2013
PFDN1	UBE2L3	0.001959421857505913	Co-expression	Lee-MacDonald-2013
PFDN5	GLTSCR2	6.890313902647758E-4	Co-expression	Lee-MacDonald-2013
PFDN5	NACA	6.598968555763228E-4	Co-expression	Lee-MacDonald-2013
PFDN5	PSAP	1.9083558319527754E-4	Co-expression	Lee-MacDonald-2013
PFDN5	RPLP2	4.7595331693619163E-4	Co-expression	Lee-MacDonald-2013
PFDN5	SERF2	4.872884023097436E-4	Co-expression	Lee-MacDonald-2013
PIAS3	MLH3	0.0011939902763902037	Co-expression	Lee-MacDonald-2013
PITPNB	MRPL16	6.596485634716212E-4	Co-expression	Lee-MacDonald-2013
PLOD2	PTPN13	8.721634862457445E-4	Co-expression	Lee-MacDonald-2013
PRPF3	SON	0.0011785194171132806	Co-expression	Lee-MacDonald-2013
PRPF3	TARDBP	0.0015554465446749655	Co-expression	Lee-MacDonald-2013
PRPF3	ZMYND11	0.001634172390412026	Co-expression	Lee-MacDonald-2013
PSAP	CXorf40B	4.958606763536309E-4	Co-expression	Lee-MacDonald-2013
PSAP	SERF2	5.449397852860743E-4	Co-expression	Lee-MacDonald-2013
PSMD6	CXorf40B	0.0013493774327835797	Co-expression	Lee-MacDonald-2013
ROBO1	PLOD2	9.614825486669883E-4	Co-expression	Lee-MacDonald-2013
RPL12	GLTSCR2	0.0017837545411736194	Co-expression	Lee-MacDonald-2013
RPL12	PFDN5	4.2912557818254355E-4	Co-expression	Lee-MacDonald-2013
RPSA	PABPC1	0.0015589514783490971	Co-expression	Lee-MacDonald-2013
SCN1B	ID2	3.3561526386430664E-4	Co-expression	Lee-MacDonald-2013
SNRPF	ERH	4.0485516989374016E-4	Co-expression	Lee-MacDonald-2013
SNRPF	SKIV2L2	8.384859887484138E-4	Co-expression	Lee-MacDonald-2013
SNRPF	TARDBP	7.274296990312694E-4	Co-expression	Lee-MacDonald-2013
SNRPF	TMX1	6.813281748237864E-4	Co-expression	Lee-MacDonald-2013
SON	VPS13B	0.001672265298440279	Co-expression	Lee-MacDonald-2013
SRP19	PSMD6	9.581782924119805E-4	Co-expression	Lee-MacDonald-2013
SRSF11	NKTR	0.0017828103644252095	Co-expression	Lee-MacDonald-2013
SRSF11	ZNF518A	0.002098199460650074	Co-expression	Lee-MacDonald-2013
STAT3	CELF1	0.0021021214033056573	Co-expression	Lee-MacDonald-2013
SYT11	HCFC2	0.0010831398096670325	Co-expression	Lee-MacDonald-2013
TAB2	BBIP1	0.0016234123411461082	Co-expression	Lee-MacDonald-2013
TARDBP	PI4KA	0.001335969224292386	Co-expression	Lee-MacDonald-2013
TBCB	NUTF2	0.001547477571163941	Co-expression	Lee-MacDonald-2013
TERF2IP	CXorf40B	0.00142722360264006	Co-expression	Lee-MacDonald-2013
TERF2IP	PSAP	5.060948623645243E-4	Co-expression	Lee-MacDonald-2013
TMEM260	MON2	0.0014468563622954695	Co-expression	Lee-MacDonald-2013
TMX1	C14orf1	0.0023492804669199333	Co-expression	Lee-MacDonald-2013
XPOT	EIF2S2	5.319216258630373E-4	Co-expression	Lee-MacDonald-2013
XPOT	ERGIC2	4.451274462893405E-4	Co-expression	Lee-MacDonald-2013
XPOT	MBNL2	5.683683123039304E-4	Co-expression	Lee-MacDonald-2013
XPOT	TARS	4.186113931796729E-4	Co-expression	Lee-MacDonald-2013
XPOT	YME1L1	5.800883011707895E-4	Co-expression	Lee-MacDonald-2013
ZFP36	CREB3L2	6.559222976060832E-4	Co-expression	Lee-MacDonald-2013
ZFYVE26	CYP1B1	4.2528382677443634E-4	Co-expression	Lee-MacDonald-2013
ZFYVE26	SEPT11	6.211026999108566E-4	Co-expression	Lee-MacDonald-2013
ZFYVE26	SON	5.379602116038254E-4	Co-expression	Lee-MacDonald-2013
ACTN1	COL4A1	3.0599978944330917E-4	Co-expression	Lenz-Staudt-2008
ANKRD17	ARIH1	2.602843913142209E-4	Co-expression	Lenz-Staudt-2008
ANKRD17	FAM120A	3.350316737539915E-4	Co-expression	Lenz-Staudt-2008
ANKRD17	FBXW7	2.8416569012694313E-4	Co-expression	Lenz-Staudt-2008
ANKRD17	SF3A1	2.564160449983489E-4	Co-expression	Lenz-Staudt-2008
ANKRD17	SON	3.000854366377806E-4	Co-expression	Lenz-Staudt-2008
ARIH1	FAM120A	4.367734501742843E-4	Co-expression	Lenz-Staudt-2008
BPTF	SON	4.133762027835293E-4	Co-expression	Lenz-Staudt-2008
CCDC53	ERGIC2	3.5037952820143143E-4	Co-expression	Lenz-Staudt-2008
CCDC53	LYRM1	8.341007413790377E-5	Co-expression	Lenz-Staudt-2008
CCT3	CLNS1A	2.5453906988383925E-4	Co-expression	Lenz-Staudt-2008
CCT3	ERH	1.8370494883568052E-4	Co-expression	Lenz-Staudt-2008
CCT3	PSMD4	3.2760273266528724E-4	Co-expression	Lenz-Staudt-2008
CCT3	SKIV2L2	2.4261324469035538E-4	Co-expression	Lenz-Staudt-2008
CDC16	PITPNB	4.549998530459043E-4	Co-expression	Lenz-Staudt-2008
CLNS1A	OTUB1	4.147424605670661E-4	Co-expression	Lenz-Staudt-2008
COL4A1	BGN	1.5733766708106645E-4	Co-expression	Lenz-Staudt-2008
COL4A1	PLOD2	8.153208828160709E-5	Co-expression	Lenz-Staudt-2008
CREG1	CST3	1.8507724897722316E-4	Co-expression	Lenz-Staudt-2008
CREG1	CYP1B1	1.650623633676655E-4	Co-expression	Lenz-Staudt-2008
CSRP1	COL4A1	2.4873882595984693E-4	Co-expression	Lenz-Staudt-2008
DCN	GULP1	3.4440514948474424E-4	Co-expression	Lenz-Staudt-2008
DDX5	SF3B1	5.591028106516904E-4	Co-expression	Lenz-Staudt-2008
DDX5	TMEM260	5.077655672856196E-4	Co-expression	Lenz-Staudt-2008
DLST	FAM120A	3.7689383698540156E-4	Co-expression	Lenz-Staudt-2008
FBN1	CDH11	2.7741486288332596E-4	Co-expression	Lenz-Staudt-2008
FBN1	DCN	1.2156801232231161E-4	Co-expression	Lenz-Staudt-2008
FBN1	PLOD2	6.651870099482516E-5	Co-expression	Lenz-Staudt-2008
FBN1	ROBO1	6.0968480345246424E-5	Co-expression	Lenz-Staudt-2008
FBN1	SEPT11	2.1706602248535326E-4	Co-expression	Lenz-Staudt-2008
GBAS	TMX1	2.132790657376477E-4	Co-expression	Lenz-Staudt-2008
HNRNPH3	RBM15	5.609065925959135E-4	Co-expression	Lenz-Staudt-2008
HNRNPUL1	CELF1	1.8390732916662213E-4	Co-expression	Lenz-Staudt-2008
HNRNPUL1	FAM168B	2.3218817773941952E-4	Co-expression	Lenz-Staudt-2008
HNRNPUL1	KPNA6	1.921495252482078E-4	Co-expression	Lenz-Staudt-2008
HNRNPUL1	ORAI2	2.1005887554307513E-4	Co-expression	Lenz-Staudt-2008
ITGA6	MBNL2	4.1269786801127555E-4	Co-expression	Lenz-Staudt-2008
ITGA6	ROBO1	1.0076787423823594E-4	Co-expression	Lenz-Staudt-2008
KAT7	CELF1	1.664399547148476E-4	Co-expression	Lenz-Staudt-2008
KAT7	FAM168B	1.9625927867899699E-4	Co-expression	Lenz-Staudt-2008
KAT7	HNRNPUL1	4.097820878363484E-5	Co-expression	Lenz-Staudt-2008
KAT7	KPNA6	1.6607285108850728E-4	Co-expression	Lenz-Staudt-2008
KAT7	PIAS3	1.4985074365749443E-4	Co-expression	Lenz-Staudt-2008
KAT7	SF3A1	1.1812930306727914E-4	Co-expression	Lenz-Staudt-2008
KAT7	UBE2L3	1.4235183493513566E-4	Co-expression	Lenz-Staudt-2008
KAT7	YLPM1	1.3014209623988547E-4	Co-expression	Lenz-Staudt-2008
KCTD12	ARIH1	7.208397230762683E-5	Co-expression	Lenz-Staudt-2008
KCTD12	CYP1B1	1.286989999878137E-4	Co-expression	Lenz-Staudt-2008
KCTD12	FAM129A	9.299425363059877E-5	Co-expression	Lenz-Staudt-2008
KCTD12	ID2	1.0955720749420443E-4	Co-expression	Lenz-Staudt-2008
KCTD12	ITGA6	7.477547274622567E-5	Co-expression	Lenz-Staudt-2008
KCTD12	MAN2A1	8.006952282298083E-5	Co-expression	Lenz-Staudt-2008
KCTD12	MBNL2	1.061242312991446E-4	Co-expression	Lenz-Staudt-2008
KCTD12	MGAT4A	1.2183466036601002E-4	Co-expression	Lenz-Staudt-2008
KCTD12	PPP2CB	1.3711719769665185E-4	Co-expression	Lenz-Staudt-2008
KCTD12	SEPT11	1.3217112447679074E-4	Co-expression	Lenz-Staudt-2008
KCTD12	ZMYND11	1.2676230826017874E-4	Co-expression	Lenz-Staudt-2008
MAN2A1	FAM129A	3.562648953627053E-4	Co-expression	Lenz-Staudt-2008
MRPL16	EIF2S2	3.275138315734572E-4	Co-expression	Lenz-Staudt-2008
MXI1	CREG1	1.3836079671730587E-4	Co-expression	Lenz-Staudt-2008
PFDN5	BBIP1	1.867406758925208E-4	Co-expression	Lenz-Staudt-2008
PFDN5	NACA	1.8756197263426557E-4	Co-expression	Lenz-Staudt-2008
PFDN5	RPL35A	1.792196854998628E-4	Co-expression	Lenz-Staudt-2008
PFDN5	SERF2	2.545168225181651E-4	Co-expression	Lenz-Staudt-2008
PFDN5	SNAPC5	1.5126558332496118E-4	Co-expression	Lenz-Staudt-2008
PI4KA	POGZ	1.6238154475757059E-4	Co-expression	Lenz-Staudt-2008
PI4KA	PPFIA1	1.2612870019279826E-4	Co-expression	Lenz-Staudt-2008
PI4KA	SF3A1	1.0544000881790166E-4	Co-expression	Lenz-Staudt-2008
PI4KA	UBE2L3	1.2653801195431285E-4	Co-expression	Lenz-Staudt-2008
PI4KA	YLPM1	1.3608655037186004E-4	Co-expression	Lenz-Staudt-2008
PI4KA	ZFYVE26	6.613022818829778E-5	Co-expression	Lenz-Staudt-2008
PITPNB	FBXW7	2.9696769037034914E-4	Co-expression	Lenz-Staudt-2008
PITPNB	GLTSCR2	3.706999671287215E-4	Co-expression	Lenz-Staudt-2008
PITPNB	HNRNPH3	3.28783963946817E-4	Co-expression	Lenz-Staudt-2008
PLOD2	CDH11	2.3457065630377074E-4	Co-expression	Lenz-Staudt-2008
PLOD2	CYP1B1	1.776816568443135E-4	Co-expression	Lenz-Staudt-2008
PLOD2	DCN	1.0978116136296212E-4	Co-expression	Lenz-Staudt-2008
PLOD2	IL1R1	2.316332307896983E-4	Co-expression	Lenz-Staudt-2008
PLOD2	JAG1	2.2187660107395355E-4	Co-expression	Lenz-Staudt-2008
PLOD2	NPTX2	1.3784543991583498E-4	Co-expression	Lenz-Staudt-2008
PRPF3	CDC16	1.6837266975348422E-4	Co-expression	Lenz-Staudt-2008
PRPF3	CXorf40B	1.2628713811030793E-4	Co-expression	Lenz-Staudt-2008
PRPF3	POGZ	2.509967457876828E-4	Co-expression	Lenz-Staudt-2008
PSAP	CREG1	1.1856525864508274E-4	Co-expression	Lenz-Staudt-2008
ROBO1	JAG1	2.2043893963017954E-4	Co-expression	Lenz-Staudt-2008
ROBO1	MBNL2	1.752410412960779E-4	Co-expression	Lenz-Staudt-2008
ROBO1	SEPT11	2.1597004699740503E-4	Co-expression	Lenz-Staudt-2008
RPL12	NACA	1.6356867479444786E-4	Co-expression	Lenz-Staudt-2008
RPL12	PABPC1	1.6962406750311838E-4	Co-expression	Lenz-Staudt-2008
RPL12	PCDH9	1.0154927153369718E-4	Co-expression	Lenz-Staudt-2008
RPL12	RPL15	1.666713317364022E-4	Co-expression	Lenz-Staudt-2008
RPL12	RPL35A	1.3267720233726545E-4	Co-expression	Lenz-Staudt-2008
RPL12	RPL37	1.573130005629183E-4	Co-expression	Lenz-Staudt-2008
RPL12	RPSA	4.5833072222775205E-5	Co-expression	Lenz-Staudt-2008
RPL12	SERF2	1.5625301411040525E-4	Co-expression	Lenz-Staudt-2008
RPL36AL	BBIP1	1.2166325402382235E-4	Co-expression	Lenz-Staudt-2008
RPL36AL	LYRM1	4.21550767536247E-5	Co-expression	Lenz-Staudt-2008
RPL36AL	PABPC1	1.342001968991293E-4	Co-expression	Lenz-Staudt-2008
RPL36AL	RPL15	1.6777967914567867E-4	Co-expression	Lenz-Staudt-2008
RPL37	RPL15	8.791869057986437E-4	Co-expression	Lenz-Staudt-2008
RPSA	NACA	1.5900744565240315E-4	Co-expression	Lenz-Staudt-2008
RPSA	PABPC1	1.630177376728E-4	Co-expression	Lenz-Staudt-2008
RPSA	PCDH9	1.0603257966409071E-4	Co-expression	Lenz-Staudt-2008
RPSA	RPL15	1.6308159667029868E-4	Co-expression	Lenz-Staudt-2008
RPSA	RPL35A	1.314227337000159E-4	Co-expression	Lenz-Staudt-2008
RPSA	RPL37	1.511988743670137E-4	Co-expression	Lenz-Staudt-2008
RPSA	RPLP2	1.1043988884918225E-4	Co-expression	Lenz-Staudt-2008
RSAD1	MLH3	5.114846552077532E-4	Co-expression	Lenz-Staudt-2008
RSAD1	TMEM43	5.571680630831213E-4	Co-expression	Lenz-Staudt-2008
RUVBL2	SNRPF	4.107732389069356E-4	Co-expression	Lenz-Staudt-2008
SNRPF	DLST	2.5130480662875586E-4	Co-expression	Lenz-Staudt-2008
SNRPF	MRPL16	1.8948593895710579E-4	Co-expression	Lenz-Staudt-2008
SNRPF	PSMD4	2.922337072304006E-4	Co-expression	Lenz-Staudt-2008
SPARC	BGN	1.1109619718292836E-4	Co-expression	Lenz-Staudt-2008
SPARC	CDH11	2.591436559823245E-4	Co-expression	Lenz-Staudt-2008
SPARC	COL4A1	9.862348888130325E-5	Co-expression	Lenz-Staudt-2008
SPARC	CSRP1	1.8191940442905825E-4	Co-expression	Lenz-Staudt-2008
SPARC	DCN	1.1243692683236734E-4	Co-expression	Lenz-Staudt-2008
SPARC	DLST	1.262722365729224E-4	Co-expression	Lenz-Staudt-2008
SPARC	FBN1	7.362362477785049E-5	Co-expression	Lenz-Staudt-2008
SPARC	JAG1	2.4516937200763503E-4	Co-expression	Lenz-Staudt-2008
SPARC	PLOD2	6.821953087942403E-5	Co-expression	Lenz-Staudt-2008
SPARC	ROBO1	6.103167656124538E-5	Co-expression	Lenz-Staudt-2008
SPARC	SEPT11	2.1223385931257854E-4	Co-expression	Lenz-Staudt-2008
SRP19	ATP5E	1.7069293522772776E-4	Co-expression	Lenz-Staudt-2008
SRP19	LYRM1	4.537220158376102E-5	Co-expression	Lenz-Staudt-2008
SRP19	RPL36AL	3.9897825230467695E-5	Co-expression	Lenz-Staudt-2008
SRSF11	NKTR	6.392642446991459E-4	Co-expression	Lenz-Staudt-2008
TAB2	BTN3A3	1.8382437101557297E-4	Co-expression	Lenz-Staudt-2008
TCF4	ZNF24	3.3720968422567703E-4	Co-expression	Lenz-Staudt-2008
TERF2IP	HNRNPH3	2.153543008914422E-4	Co-expression	Lenz-Staudt-2008
TERF2IP	PIAS3	3.580071269983205E-4	Co-expression	Lenz-Staudt-2008
TMEM260	NKTR	6.116134865703108E-4	Co-expression	Lenz-Staudt-2008
TMX1	PPP2CB	3.458023149788849E-4	Co-expression	Lenz-Staudt-2008
TSPAN7	HBB	2.0837620587156873E-4	Co-expression	Lenz-Staudt-2008
XPOT	TARS	3.2252584847009675E-4	Co-expression	Lenz-Staudt-2008
ZFP36	KAT7	9.017138437557492E-5	Co-expression	Lenz-Staudt-2008
ZFP36	STAT3	3.067436953986025E-4	Co-expression	Lenz-Staudt-2008
ZFYVE26	CCDC93	3.8548065735412854E-4	Co-expression	Lenz-Staudt-2008
ZFYVE26	PPFIA1	2.329208826873675E-4	Co-expression	Lenz-Staudt-2008
AP2S1	C6orf106	4.931406861086695E-4	Co-expression	Levy-Hessner-2012 A
AP2S1	CSRP1	3.06714748252326E-4	Co-expression	Levy-Hessner-2012 A
BTN3A3	RSAD1	5.429358819072527E-5	Co-expression	Levy-Hessner-2012 A
BTN3A3	SYT11	3.344348555180067E-4	Co-expression	Levy-Hessner-2012 A
CCT3	ATP5E	1.9290101214634967E-4	Co-expression	Levy-Hessner-2012 A
CCT3	C14orf1	1.8153241713962876E-4	Co-expression	Levy-Hessner-2012 A
CCT3	HMOX2	1.8883979532315396E-4	Co-expression	Levy-Hessner-2012 A
CCT3	HSP90AB1	1.9009580993581507E-4	Co-expression	Levy-Hessner-2012 A
CCT3	NUTF2	1.9616098231837895E-4	Co-expression	Levy-Hessner-2012 A
CCT3	RAB40B	2.0828466596777782E-4	Co-expression	Levy-Hessner-2012 A
CCT3	RUVBL2	2.0108121461252513E-4	Co-expression	Levy-Hessner-2012 A
CCT3	TBCB	2.1482190507837636E-5	Co-expression	Levy-Hessner-2012 A
CCT3	TMEM43	2.0090824372575387E-4	Co-expression	Levy-Hessner-2012 A
CDC16	LYRM1	2.2894003080447782E-4	Co-expression	Levy-Hessner-2012 A
CLNS1A	FAM129A	5.178849357278519E-4	Co-expression	Levy-Hessner-2012 A
CLNS1A	LYRM1	1.4135686239254524E-4	Co-expression	Levy-Hessner-2012 A
CLNS1A	RSAD1	1.0173996048865627E-4	Co-expression	Levy-Hessner-2012 A
CREG1	RNF130	3.461532178256912E-4	Co-expression	Levy-Hessner-2012 A
CSRP1	CST3	6.576159489664409E-4	Co-expression	Levy-Hessner-2012 A
DDX5	HNRNPH3	0.0011336874001803444	Co-expression	Levy-Hessner-2012 A
DDX5	SKIV2L2	0.0010936168796510499	Co-expression	Levy-Hessner-2012 A
DLST	CXorf40B	8.148604280822536E-4	Co-expression	Levy-Hessner-2012 A
GBAS	FAM120A	3.927727728417992E-4	Co-expression	Levy-Hessner-2012 A
HSP90AB1	TBCB	1.2622140644118828E-4	Co-expression	Levy-Hessner-2012 A
