GeneMANIA Results
Plugin Version	3.4.1 (20160523-2245)
Data Version	2014-08-12
Report Generated	Tue Nov 15 12:37:14 GMT 2016

Gene	Score	Description
PRKACA	BAD	0.0013379674299023525	Physical interactions	IREF-SMALL-SCALE-STUDIES
PRKACA	BCL2	4.486290033245633E-4	Physical interactions	IREF-SMALL-SCALE-STUDIES
PRKACA	NFKB1	3.957237190288899E-4	Physical interactions	IREF-SMALL-SCALE-STUDIES
PRKACA	NFKBIA	5.701623291136161E-4	Physical interactions	IREF-SMALL-SCALE-STUDIES
PRKACA	PRKAR1A	0.0011536563191060988	Physical interactions	IREF-SMALL-SCALE-STUDIES
PRKACA	RELA	2.9637871434889994E-4	Physical interactions	IREF-SMALL-SCALE-STUDIES
PRKACA	STMN1	0.0027809444108862283	Physical interactions	IREF-SMALL-SCALE-STUDIES
PRKACB	ERH	0.012788927457811097	Physical interactions	IREF-SMALL-SCALE-STUDIES
PRKACB	PRKAR2B	0.009266441949899767	Physical interactions	IREF-SMALL-SCALE-STUDIES
PRKAR1A	PRKACB	0.006946741899833693	Physical interactions	IREF-SMALL-SCALE-STUDIES
PRKAR1A	PRKAR1B	0.017137717375006634	Physical interactions	IREF-SMALL-SCALE-STUDIES
PRKAR1A	PRKX	0.021792118145257826	Physical interactions	IREF-SMALL-SCALE-STUDIES
PRKAR2A	PRKX	0.015530916201540979	Physical interactions	IREF-SMALL-SCALE-STUDIES
PSMD4	PSMD6	0.002671753102232639	Physical interactions	IREF-SMALL-SCALE-STUDIES
PTPN13	ARHGAP29	0.023839833261221983	Physical interactions	IREF-SMALL-SCALE-STUDIES
RELA	ANXA1	0.0019473053038019754	Physical interactions	IREF-SMALL-SCALE-STUDIES
RELA	CHUK	5.382759902042729E-4	Physical interactions	IREF-SMALL-SCALE-STUDIES
RELA	IKBKB	4.678010786869545E-4	Physical interactions	IREF-SMALL-SCALE-STUDIES
RELA	NFKB1	4.2804779619454175E-4	Physical interactions	IREF-SMALL-SCALE-STUDIES
RELA	NFKBIA	6.167352202992745E-4	Physical interactions	IREF-SMALL-SCALE-STUDIES
RELA	PIAS3	0.0011236533263836172	Physical interactions	IREF-SMALL-SCALE-STUDIES
RELA	PPP2CB	0.0017137470474396846	Physical interactions	IREF-SMALL-SCALE-STUDIES
RELA	STAT3	4.601510965846113E-4	Physical interactions	IREF-SMALL-SCALE-STUDIES
RELA	UBE2L3	9.129206425762997E-4	Physical interactions	IREF-SMALL-SCALE-STUDIES
RIPK1	ANXA1	0.004633537474314241	Physical interactions	IREF-SMALL-SCALE-STUDIES
RIPK1	BIRC3	0.0019998821082214194	Physical interactions	IREF-SMALL-SCALE-STUDIES
RIPK1	CASP10	0.0029671998153820746	Physical interactions	IREF-SMALL-SCALE-STUDIES
RIPK1	CFLAR	0.0032578428535966803	Physical interactions	IREF-SMALL-SCALE-STUDIES
RIPK1	FADD	0.0020522695573700496	Physical interactions	IREF-SMALL-SCALE-STUDIES
RIPK1	FAS	0.0021170488898009238	Physical interactions	IREF-SMALL-SCALE-STUDIES
RIPK1	TNF	0.002532811630969189	Physical interactions	IREF-SMALL-SCALE-STUDIES
RIPK1	TNFRSF10A	0.004291477092496546	Physical interactions	IREF-SMALL-SCALE-STUDIES
RIPK1	TNFRSF10B	0.0040891049104794614	Physical interactions	IREF-SMALL-SCALE-STUDIES
RIPK1	TNFSF10	0.005359777537880045	Physical interactions	IREF-SMALL-SCALE-STUDIES
RIPK1	TRADD	0.0028774621362705017	Physical interactions	IREF-SMALL-SCALE-STUDIES
RPSA	ITGA6	0.009770524344157724	Physical interactions	IREF-SMALL-SCALE-STUDIES
RUVBL2	CTNNB1	5.870766733684389E-4	Physical interactions	IREF-SMALL-SCALE-STUDIES
RUVBL2	NFKB1	0.0011099722136574334	Physical interactions	IREF-SMALL-SCALE-STUDIES
SERBP1	PIAS3	0.007690710593641795	Physical interactions	IREF-SMALL-SCALE-STUDIES
STAT3	CSF2RB	0.002055512120575279	Physical interactions	IREF-SMALL-SCALE-STUDIES
STAT3	IL1RAP	0.0029312052058538146	Physical interactions	IREF-SMALL-SCALE-STUDIES
STAT3	IRAK1	0.0010736334985549034	Physical interactions	IREF-SMALL-SCALE-STUDIES
STAT3	KPNA6	0.004853859913892646	Physical interactions	IREF-SMALL-SCALE-STUDIES
STAT3	NFKB1	6.143919974254432E-4	Physical interactions	IREF-SMALL-SCALE-STUDIES
STAT3	PIAS3	0.0016128189384068807	Physical interactions	IREF-SMALL-SCALE-STUDIES
STAT3	STMN1	0.004317633393159536	Physical interactions	IREF-SMALL-SCALE-STUDIES
TAB2	RIPK1	0.0022445802479234105	Physical interactions	IREF-SMALL-SCALE-STUDIES
TAB2	TNF	0.0031320849028462247	Physical interactions	IREF-SMALL-SCALE-STUDIES
TARDBP	CASP3	0.002289314750218281	Physical interactions	IREF-SMALL-SCALE-STUDIES
TARDBP	CASP7	0.004470665501664537	Physical interactions	IREF-SMALL-SCALE-STUDIES
TCF4	ID2	0.0037463104367699905	Physical interactions	IREF-SMALL-SCALE-STUDIES
TERF2IP	NTRK1	0.005620372383063684	Physical interactions	IREF-SMALL-SCALE-STUDIES
TNF	DCN	0.004200293003513464	Physical interactions	IREF-SMALL-SCALE-STUDIES
TNF	FAS	0.0029541276917583775	Physical interactions	IREF-SMALL-SCALE-STUDIES
TNF	TRADD	0.004015207363560209	Physical interactions	IREF-SMALL-SCALE-STUDIES
TNFRSF10A	TNFRSF10B	0.00966786423706776	Physical interactions	IREF-SMALL-SCALE-STUDIES
TNFRSF10A	TNFSF10	0.012672113530252663	Physical interactions	IREF-SMALL-SCALE-STUDIES
TNFRSF10C	TNFSF10	0.057784391643811134	Physical interactions	IREF-SMALL-SCALE-STUDIES
TNFRSF10D	TNFRSF10A	0.043220048948222727	Physical interactions	IREF-SMALL-SCALE-STUDIES
TNFRSF10D	TNFRSF10B	0.041181929906352346	Physical interactions	IREF-SMALL-SCALE-STUDIES
TNFRSF10D	TNFSF10	0.053979045910371504	Physical interactions	IREF-SMALL-SCALE-STUDIES
TNFRSF1A	BID	0.002170523284862405	Physical interactions	IREF-SMALL-SCALE-STUDIES
TNFRSF1A	BIRC2	0.0011933169166648769	Physical interactions	IREF-SMALL-SCALE-STUDIES
TNFRSF1A	BIRC3	0.0015216055907294893	Physical interactions	IREF-SMALL-SCALE-STUDIES
TNFRSF1A	CASP10	0.002257587049810974	Physical interactions	IREF-SMALL-SCALE-STUDIES
TNFRSF1A	CASP8	8.416937048512572E-4	Physical interactions	IREF-SMALL-SCALE-STUDIES
TNFRSF1A	FADD	0.001561464292005884	Physical interactions	IREF-SMALL-SCALE-STUDIES
TNFRSF1A	FAS	0.0016107515832222527	Physical interactions	IREF-SMALL-SCALE-STUDIES
TNFRSF1A	FASLG	0.0010267154811428472	Physical interactions	IREF-SMALL-SCALE-STUDIES
TNFRSF1A	PIK3CA	0.001945195372842904	Physical interactions	IREF-SMALL-SCALE-STUDIES
TNFRSF1A	PRKAR2B	0.0030135941896504595	Physical interactions	IREF-SMALL-SCALE-STUDIES
TNFRSF1A	RIPK1	0.0013810269934542137	Physical interactions	IREF-SMALL-SCALE-STUDIES
TNFRSF1A	TNF	0.0019270835606306127	Physical interactions	IREF-SMALL-SCALE-STUDIES
TNFRSF1A	TNFRSF10B	0.0031111856410724146	Physical interactions	IREF-SMALL-SCALE-STUDIES
TNFRSF1A	TRADD	0.0021893098939381383	Physical interactions	IREF-SMALL-SCALE-STUDIES
TNFSF10	TNFRSF10B	0.012074537845875363	Physical interactions	IREF-SMALL-SCALE-STUDIES
TP53	ATM	2.2429404001725794E-4	Physical interactions	IREF-SMALL-SCALE-STUDIES
TP53	BAX	3.8609206791811047E-4	Physical interactions	IREF-SMALL-SCALE-STUDIES
TP53	BCL2	2.3078079461087217E-4	Physical interactions	IREF-SMALL-SCALE-STUDIES
TP53	BCL2L1	3.3364267490586317E-4	Physical interactions	IREF-SMALL-SCALE-STUDIES
TP53	CAPN1	3.397391758683186E-4	Physical interactions	IREF-SMALL-SCALE-STUDIES
TP53	CASP8	2.2110058962033347E-4	Physical interactions	IREF-SMALL-SCALE-STUDIES
TP53	CFLAR	6.511238580068256E-4	Physical interactions	IREF-SMALL-SCALE-STUDIES
TP53	CHUK	2.559865522274216E-4	Physical interactions	IREF-SMALL-SCALE-STUDIES
TP53	DDX5	5.353288328861078E-4	Physical interactions	IREF-SMALL-SCALE-STUDIES
TP53	HNRNPUL1	0.0010846702474272868	Physical interactions	IREF-SMALL-SCALE-STUDIES
TP53	IKBKB	2.2247096090837606E-4	Physical interactions	IREF-SMALL-SCALE-STUDIES
TP53	KAT7	8.893362880685706E-4	Physical interactions	IREF-SMALL-SCALE-STUDIES
TP53	NFKBIA	2.9329918817034976E-4	Physical interactions	IREF-SMALL-SCALE-STUDIES
TP53	OTUB1	6.428226026424452E-4	Physical interactions	IREF-SMALL-SCALE-STUDIES
TP53	PPP2CA	2.4140534583136486E-4	Physical interactions	IREF-SMALL-SCALE-STUDIES
TP53	PRKD1	6.626176160197268E-4	Physical interactions	IREF-SMALL-SCALE-STUDIES
TP53	PSMD4	2.4093749833730733E-4	Physical interactions	IREF-SMALL-SCALE-STUDIES
TP53	SERBP1	0.0010435022924842683	Physical interactions	IREF-SMALL-SCALE-STUDIES
TP53	ZMYND11	8.306004798945088E-4	Physical interactions	IREF-SMALL-SCALE-STUDIES
TRADD	TNFRSF10A	0.006803178721328925	Physical interactions	IREF-SMALL-SCALE-STUDIES
TRADD	TNFRSF10B	0.006482362678908957	Physical interactions	IREF-SMALL-SCALE-STUDIES
TRADD	ZMYND11	0.006588155118774428	Physical interactions	IREF-SMALL-SCALE-STUDIES
TRAF2	BIRC2	8.335742713729425E-4	Physical interactions	IREF-SMALL-SCALE-STUDIES
TRAF2	BIRC3	0.0010628954605383764	Physical interactions	IREF-SMALL-SCALE-STUDIES
TRAF2	CASP10	0.0015770044496778086	Physical interactions	IREF-SMALL-SCALE-STUDIES
TRAF2	CASP8	5.879528789182902E-4	Physical interactions	IREF-SMALL-SCALE-STUDIES
TRAF2	CFLAR	0.0017314750944521962	Physical interactions	IREF-SMALL-SCALE-STUDIES
TRAF2	CHUK	6.807220406547171E-4	Physical interactions	IREF-SMALL-SCALE-STUDIES
TRAF2	FADD	0.0010907381701301842	Physical interactions	IREF-SMALL-SCALE-STUDIES
TRAF2	IKBKB	5.91597044434282E-4	Physical interactions	IREF-SMALL-SCALE-STUDIES
TRAF2	RIPK1	9.646963808834375E-4	Physical interactions	IREF-SMALL-SCALE-STUDIES
TRAF2	TAB2	0.0011929473433899117	Physical interactions	IREF-SMALL-SCALE-STUDIES
TRAF2	TNF	0.0013461362435026247	Physical interactions	IREF-SMALL-SCALE-STUDIES
TRAF2	TNFRSF10A	0.002280830117688403	Physical interactions	IREF-SMALL-SCALE-STUDIES
TRAF2	TNFRSF10B	0.002173273602127492	Physical interactions	IREF-SMALL-SCALE-STUDIES
TRAF2	TNFRSF1A	7.339869104152549E-4	Physical interactions	IREF-SMALL-SCALE-STUDIES
TRAF2	TNFSF10	0.0028486095643026786	Physical interactions	IREF-SMALL-SCALE-STUDIES
TRAF2	TRADD	0.0015293106394442123	Physical interactions	IREF-SMALL-SCALE-STUDIES
TRAF2	XIAP	7.261801853076825E-4	Physical interactions	IREF-SMALL-SCALE-STUDIES
TRAF2	ZMYND11	0.0022087413607482526	Physical interactions	IREF-SMALL-SCALE-STUDIES
UBE2L3	ARIH1	0.009076838612017192	Physical interactions	IREF-SMALL-SCALE-STUDIES
UBE2L3	BIRC2	0.0018770043405685998	Physical interactions	IREF-SMALL-SCALE-STUDIES
UBE2L3	BIRC3	0.002393379469045028	Physical interactions	IREF-SMALL-SCALE-STUDIES
XIAP	AIFM1	0.0037627470186243784	Physical interactions	IREF-SMALL-SCALE-STUDIES
XIAP	AKT2	0.0019195309293001995	Physical interactions	IREF-SMALL-SCALE-STUDIES
XIAP	APAF1	0.003238831701052991	Physical interactions	IREF-SMALL-SCALE-STUDIES
XIAP	BAX	0.0014541564267441206	Physical interactions	IREF-SMALL-SCALE-STUDIES
XIAP	BIRC2	0.0011806246700423804	Physical interactions	IREF-SMALL-SCALE-STUDIES
XIAP	BIRC3	0.001505421644577793	Physical interactions	IREF-SMALL-SCALE-STUDIES
XIAP	CASP3	6.187347750211755E-4	Physical interactions	IREF-SMALL-SCALE-STUDIES
XIAP	CASP6	0.0018767296393389702	Physical interactions	IREF-SMALL-SCALE-STUDIES
XIAP	CASP7	0.0012082899805740063	Physical interactions	IREF-SMALL-SCALE-STUDIES
XIAP	CASP9	0.0019171400759937713	Physical interactions	IREF-SMALL-SCALE-STUDIES
XIAP	NFKB1	7.666986166780245E-4	Physical interactions	IREF-SMALL-SCALE-STUDIES
XIAP	RIPK1	0.0013663383512711618	Physical interactions	IREF-SMALL-SCALE-STUDIES
XIAP	TAB2	0.0016896194143854594	Physical interactions	IREF-SMALL-SCALE-STUDIES
XIAP	UBE2L3	0.0016351793852068023	Physical interactions	IREF-SMALL-SCALE-STUDIES
ACTN1	SRP19	0.32974697069662245	Physical interactions	Kristensen-Foster-2012
CAPN1	CASP7	0.055990148083664114	Physical interactions	Kristensen-Foster-2012
CAPN1	RAP1GDS1	0.029514856380245532	Physical interactions	Kristensen-Foster-2012
IKBKG	PPFIA1	0.24927082551706703	Physical interactions	Kristensen-Foster-2012
NSFL1C	CAPN2	0.03035669641036711	Physical interactions	Kristensen-Foster-2012
PFDN5	PFDN1	0.042329110517269335	Physical interactions	Kristensen-Foster-2012
PPP2CA	PFDN1	0.06851272715224135	Physical interactions	Kristensen-Foster-2012
PPP3CA	PFDN5	0.05232597720178627	Physical interactions	Kristensen-Foster-2012
PRKACB	PFDN1	0.08141111340926134	Physical interactions	Kristensen-Foster-2012
PRKAR1A	PFDN5	0.22030280342656186	Physical interactions	Kristensen-Foster-2012
PRKAR2A	CSRP1	0.31096569624455533	Physical interactions	Kristensen-Foster-2012
PRKAR2A	KPNA6	0.21068020920910605	Physical interactions	Kristensen-Foster-2012
RPLP2	NPEPPS	0.13722324832538582	Physical interactions	Kristensen-Foster-2012
SNRPF	TBCB	0.057614721415707615	Physical interactions	Kristensen-Foster-2012
XPOT	MCMBP	0.4752782064601357	Physical interactions	Kristensen-Foster-2012
AKT1	TERF2IP	0.027466568563288624	Physical interactions	Lee-Songyang-2011
CHUK	IKBKB	0.11147790335827547	Physical interactions	Li-Dorf-2011 A
IKBKG	CHUK	0.20021727748461346	Physical interactions	Li-Dorf-2011 A
IKBKG	IKBKB	0.14698462183145253	Physical interactions	Li-Dorf-2011 A
IRAK1	IRAK2	0.011214455247528671	Physical interactions	Li-Dorf-2011 A
IRAK1	IRAK3	0.06851848816207048	Physical interactions	Li-Dorf-2011 A
IRAK1	IRAK4	0.05494377066590703	Physical interactions	Li-Dorf-2011 A
IRAK1	MYD88	0.1916844502027273	Physical interactions	Li-Dorf-2011 A
IRAK1	PPP3CB	0.10241363715237604	Physical interactions	Li-Dorf-2011 A
IRAK2	IRAK3	0.07328959023099209	Physical interactions	Li-Dorf-2011 A
IRAK2	IRAK4	0.05876963524314372	Physical interactions	Li-Dorf-2011 A
IRAK4	IRAK3	0.3590728623165234	Physical interactions	Li-Dorf-2011 A
RELA	CHUK	0.46610793413810975	Physical interactions	Li-Dorf-2011 A
TARDBP	IRAK1	0.11205839818296687	Physical interactions	Li-Dorf-2011 A
TARDBP	IRAK2	0.11986130308351096	Physical interactions	Li-Dorf-2011 A
TRAF2	BIRC2	0.11399084037211024	Physical interactions	Li-Dorf-2011 A
DDX5	PSMD4	0.004736219892226772	Physical interactions	Nakayasu-Adkins-2013
PSMD4	EIF2S2	0.004736219892226772	Physical interactions	Nakayasu-Adkins-2013
PSMD4	HNRNPUL1	0.010919707533057323	Physical interactions	Nakayasu-Adkins-2013
PSMD4	PABPC1	0.004736219892226772	Physical interactions	Nakayasu-Adkins-2013
PSMD4	RPL12	0.004736219892226772	Physical interactions	Nakayasu-Adkins-2013
PSMD4	RPLP2	0.004736219892226772	Physical interactions	Nakayasu-Adkins-2013
PSMD4	SERBP1	0.006467571541919971	Physical interactions	Nakayasu-Adkins-2013
PSMD4	SRP19	0.00792738652278405	Physical interactions	Nakayasu-Adkins-2013
HSP90AB1	AKT2	0.01672989582845909	Physical interactions	Taipale-Lindquist-2012
HSP90AB1	ALPK1	0.01672989582845909	Physical interactions	Taipale-Lindquist-2012
HSP90AB1	FBXW7	0.01672989582845909	Physical interactions	Taipale-Lindquist-2012
HSP90AB1	IRAK2	0.01672989582845909	Physical interactions	Taipale-Lindquist-2012
HSP90AB1	IRAK3	0.01672989582845909	Physical interactions	Taipale-Lindquist-2012
HSP90AB1	NTRK1	0.0283299858381796	Physical interactions	Taipale-Lindquist-2012
HSP90AB1	PRKACB	0.01672989582845909	Physical interactions	Taipale-Lindquist-2012
HSP90AB1	PRKD1	0.01672989582845909	Physical interactions	Taipale-Lindquist-2012
HSP90AB1	PRKX	0.01672989582845909	Physical interactions	Taipale-Lindquist-2012
HSP90AB1	TP53	0.0283299858381796	Physical interactions	Taipale-Lindquist-2012
HSP90AB1	PRKACA	0.01658226842641129	Physical interactions	Varjosalo-Superti-Furga-2013
HSP90AB1	PRKACB	0.014158461706017809	Physical interactions	Varjosalo-Superti-Furga-2013
PRKACA	AIFM1	0.023618431218861792	Physical interactions	Varjosalo-Superti-Furga-2013
PRKACA	CCT3	0.027602550401647722	Physical interactions	Varjosalo-Superti-Furga-2013
PRKACA	PRKACB	0.002827333573900952	Physical interactions	Varjosalo-Superti-Furga-2013
PRKACA	PRKACG	0.17917177706952103	Physical interactions	Varjosalo-Superti-Furga-2013
PRKACA	PRKAR1A	0.04189973075132848	Physical interactions	Varjosalo-Superti-Furga-2013
PRKACA	PRKAR1B	0.10900587737179679	Physical interactions	Varjosalo-Superti-Furga-2013
PRKACA	PRKAR2A	0.07908738219651446	Physical interactions	Varjosalo-Superti-Furga-2013
PRKACA	PRKAR2B	0.10900587737179679	Physical interactions	Varjosalo-Superti-Furga-2013
PRKACB	ATP5C1	0.05327769625238013	Physical interactions	Varjosalo-Superti-Furga-2013
PRKACB	CCT3	0.02356792526353256	Physical interactions	Varjosalo-Superti-Furga-2013
PRKACB	PRKAR1B	0.09307263880530682	Physical interactions	Varjosalo-Superti-Furga-2013
PRKACB	PRKAR2A	0.06752728499492004	Physical interactions	Varjosalo-Superti-Furga-2013
PRKACB	PRKAR2B	0.09307263880530682	Physical interactions	Varjosalo-Superti-Furga-2013
PRKAR1A	PRKACB	0.035775303339604485	Physical interactions	Varjosalo-Superti-Furga-2013
ANXA1	C14orf1	0.00338234127137066	Physical interactions	Vinayagam-Wanker-2011
BID	C14orf1	0.004207762912582716	Physical interactions	Vinayagam-Wanker-2011
OTUB1	ANXA1	0.004919621715765967	Physical interactions	Vinayagam-Wanker-2011
TP53	BCL2L1	0.0035030934308741845	Physical interactions	Vinayagam-Wanker-2011

Gene	GO ids
ACTN1	GO:0030168	GO:0030198	GO:0043062
AHCTF1	GO:0046930
AIFM1	GO:0006308	GO:0006919	GO:0007005	GO:0010942	GO:0010950	GO:0010952	GO:0031638	GO:0031966	GO:0034976	GO:0043065	GO:0043068	GO:0043280	GO:0043281	GO:0052547	GO:0052548	GO:0070059	GO:0097193	GO:0097202	GO:2000116	GO:2001056
AKT1	GO:0001776	GO:0001836	GO:0001844	GO:0001933	GO:0002694	GO:0002696	GO:0002768	GO:0004674	GO:0006112	GO:0006469	GO:0006605	GO:0006809	GO:0006913	GO:0006914	GO:0007005	GO:0007006	GO:0007173	GO:0007346	GO:0008286	GO:0008543	GO:0008637	GO:0008645	GO:0009411	GO:0009895	GO:0010506	GO:0010507	GO:0010563	GO:0010638	GO:0010821	GO:0010822	GO:0010828	GO:0015749	GO:0015758	GO:0015980	GO:0016042	GO:0016051	GO:0018105	GO:0018209	GO:0019216	GO:0030162	GO:0030168	GO:0030855	GO:0031330	GO:0032368	GO:0032369	GO:0032386	GO:0032768	GO:0032770	GO:0032868	GO:0032869	GO:0032885	GO:0032890	GO:0033673	GO:0034599	GO:0034762	GO:0034765	GO:0035794	GO:0038034	GO:0038093	GO:0038095	GO:0038127	GO:0038179	GO:0042110	GO:0042326	GO:0043269	GO:0043281	GO:0043434	GO:0044070	GO:0044344	GO:0044744	GO:0045428	GO:0045429	GO:0045664	GO:0045833	GO:0045936	GO:0046209	GO:0046326	GO:0046777	GO:0046890	GO:0046902	GO:0048011	GO:0048015	GO:0048017	GO:0048872	GO:0050673	GO:0050679	GO:0050863	GO:0050865	GO:0050867	GO:0050870	GO:0050994	GO:0050995	GO:0051091	GO:0051129	GO:0051169	GO:0051204	GO:0051205	GO:0051249	GO:0051251	GO:0051348	GO:0052547	GO:0052548	GO:0061180	GO:0070201	GO:0070227	GO:0070231	GO:0070613	GO:0071375	GO:0071774	GO:0071887	GO:0071900	GO:0071902	GO:0072655	GO:0080135	GO:0090003	GO:0090068	GO:0090150	GO:0090199	GO:0097191	GO:0097192	GO:0097193	GO:0097285	GO:0097345	GO:1900739	GO:1900740	GO:1901028	GO:1901099	GO:1901652	GO:1901653	GO:1902108	GO:1902110	GO:1902532	GO:1902686	GO:2000045	GO:2000116	GO:2000191	GO:2001233	GO:2001234	GO:2001236	GO:2001237	GO:2001239	GO:2001240	GO:2001242
AKT2	GO:0004674	GO:0006112	GO:0006605	GO:0006612	GO:0008286	GO:0008645	GO:0009896	GO:0010638	GO:0010828	GO:0015749	GO:0015758	GO:0015980	GO:0016042	GO:0016051	GO:0019216	GO:0030855	GO:0031331	GO:0032368	GO:0032369	GO:0032386	GO:0032868	GO:0032869	GO:0032885	GO:0032890	GO:0034762	GO:0034765	GO:0043269	GO:0043434	GO:0044070	GO:0046326	GO:0050994	GO:0061180	GO:0070201	GO:0071156	GO:0071375	GO:0090150	GO:1901652	GO:1901653	GO:2000191
AKT3	GO:0004674	GO:0007005
ALDH3A2
ALPK1
ANKRD17
ANXA1	GO:0001776	GO:0002520	GO:0002521	GO:0006954	GO:0010638	GO:0014070	GO:0030097	GO:0030855	GO:0031960	GO:0042110	GO:0048534	GO:0048545	GO:0048872	GO:0051384	GO:0071407
AP2S1
APAF1	GO:0006919	GO:0010942	GO:0010950	GO:0010952	GO:0031638	GO:0043065	GO:0043068	GO:0043280	GO:0043281	GO:0044445	GO:0052547	GO:0052548	GO:0071216	GO:0097193	GO:0097202	GO:2000116	GO:2001056
ARHGAP29
ARIH1	GO:0016881	GO:0019787	GO:0031625	GO:0044389
ATM	GO:0000956	GO:0002520	GO:0002521	GO:0002694	GO:0004674	GO:0006401	GO:0006402	GO:0006644	GO:0006650	GO:0006661	GO:0007346	GO:0008654	GO:0010942	GO:0016303	GO:0018105	GO:0018209	GO:0030097	GO:0032943	GO:0032944	GO:0035004	GO:0036092	GO:0042770	GO:0043065	GO:0043068	GO:0045017	GO:0046474	GO:0046486	GO:0046488	GO:0046651	GO:0046777	GO:0048534	GO:0050670	GO:0050865	GO:0051129	GO:0051249	GO:0052742	GO:0070661	GO:0071156	GO:0071158	GO:0071214	GO:0071478	GO:0080135	GO:0090068	GO:2000045	GO:2001020
ATP2C1	GO:0007249	GO:0043122	GO:0043123
ATP5C1	GO:0015980	GO:0031966
ATP5E
AURKAIP1
BAD	GO:0001836	GO:0001844	GO:0002768	GO:0002790	GO:0002791	GO:0005741	GO:0006914	GO:0006919	GO:0007005	GO:0007006	GO:0007173	GO:0008543	GO:0008637	GO:0009612	GO:0009896	GO:0009914	GO:0010506	GO:0010638	GO:0010817	GO:0010821	GO:0010822	GO:0010942	GO:0010950	GO:0010952	GO:0010954	GO:0014070	GO:0015833	GO:0019867	GO:0019901	GO:0023061	GO:0030072	GO:0030073	GO:0030162	GO:0030855	GO:0031331	GO:0031638	GO:0031966	GO:0031968	GO:0032386	GO:0035094	GO:0035794	GO:0038093	GO:0038095	GO:0038127	GO:0038179	GO:0042886	GO:0043065	GO:0043068	GO:0043279	GO:0043280	GO:0043281	GO:0044344	GO:0045862	GO:0046879	GO:0046883	GO:0046902	GO:0048011	GO:0048015	GO:0048017	GO:0050673	GO:0050679	GO:0050796	GO:0051204	GO:0051205	GO:0051881	GO:0052547	GO:0052548	GO:0070201	GO:0070613	GO:0071214	GO:0071260	GO:0071407	GO:0071496	GO:0071774	GO:0072655	GO:0090087	GO:0090150	GO:0090199	GO:0090200	GO:0090276	GO:0097191	GO:0097193	GO:0097202	GO:0097345	GO:1900739	GO:1900740	GO:1901028	GO:1902108	GO:1902110	GO:1902686	GO:2000116	GO:2001056	GO:2001233	GO:2001235	GO:2001242	GO:2001244
BAX	GO:0000737	GO:0001836	GO:0002429	GO:0002768	GO:0005741	GO:0006308	GO:0006309	GO:0006919	GO:0007005	GO:0007006	GO:0008630	GO:0008637	GO:0009896	GO:0010638	GO:0010821	GO:0010822	GO:0010942	GO:0010950	GO:0010952	GO:0019867	GO:0031331	GO:0031638	GO:0031966	GO:0031968	GO:0032386	GO:0032459	GO:0032461	GO:0034976	GO:0035794	GO:0038034	GO:0043065	GO:0043068	GO:0043280	GO:0043281	GO:0043496	GO:0046902	GO:0046930	GO:0046982	GO:0050851	GO:0050853	GO:0051052	GO:0051402	GO:0051881	GO:0052547	GO:0052548	GO:0070059	GO:0070227	GO:0070997	GO:0071887	GO:0080135	GO:0090199	GO:0090200	GO:0097191	GO:0097192	GO:0097193	GO:0097194	GO:0097202	GO:0097285	GO:0097345	GO:1900117	GO:1901028	GO:1902108	GO:1902110	GO:1902686	GO:2000116	GO:2001056	GO:2001233	GO:2001235	GO:2001242	GO:2001244
BBIP1
BCL2	GO:0000209	GO:0001836	GO:0001844	GO:0002020	GO:0002429	GO:0002694	GO:0002696	GO:0002768	GO:0005741	GO:0006914	GO:0007005	GO:0007006	GO:0008625	GO:0008630	GO:0008637	GO:0009615	GO:0009895	GO:0010506	GO:0010507	GO:0010638	GO:0010821	GO:0010822	GO:0014070	GO:0019867	GO:0030522	GO:0031330	GO:0031625	GO:0031966	GO:0031968	GO:0032386	GO:0032844	GO:0032943	GO:0032944	GO:0034762	GO:0034976	GO:0035094	GO:0035794	GO:0035872	GO:0038034	GO:0042493	GO:0043269	GO:0043276	GO:0043279	GO:0043496	GO:0044389	GO:0046651	GO:0046902	GO:0046930	GO:0046982	GO:0050670	GO:0050851	GO:0050853	GO:0050865	GO:0050867	GO:0051204	GO:0051205	GO:0051249	GO:0051251	GO:0051402	GO:0051881	GO:0070059	GO:0070201	GO:0070661	GO:0070997	GO:0072655	GO:0090150	GO:0097191	GO:0097192	GO:0097193	GO:0097285	GO:0097345	GO:1900739	GO:1900740	GO:1901028	GO:1901099	GO:1902108	GO:1902110	GO:1902532	GO:1902686	GO:2000209	GO:2000811	GO:2001233	GO:2001234	GO:2001235	GO:2001236	GO:2001237	GO:2001239	GO:2001240	GO:2001242	GO:2001244
